Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
PeakPowerObserver is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
[VmScheduler.vmCreate] Allocation of VM #155 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #155 to Host #37 failed by RAM
0.0000: VM #155 has been allocated to the host#38 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #156 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #156 to Host #38 failed by RAM
0.0000: VM #156 has been allocated to the host#39 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #157 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #157 to Host #38 failed by RAM
0.0000: VM #157 has been allocated to the host#39 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #158 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #158 to Host #38 failed by RAM
0.0000: VM #158 has been allocated to the host#39 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #159 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #159 to Host #38 failed by RAM
0.0000: VM #159 has been allocated to the host#39 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #160 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #160 to Host #39 failed by RAM
0.0000: VM #160 has been allocated to the host#40 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #161 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #161 to Host #39 failed by RAM
0.0000: VM #161 has been allocated to the host#40 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #162 to Host #0 failed by RAM
